ID,issue_description,inventory_item,inventory_revision
6967,xZIsqecub26pqh1ZjZfp9ViMAj2uizLtK0qL5jXn8INK59LBPNV0nbCc06rGmrLmrMez1qe9C1q0HYQAY0eVdVGsxNU81QBR6ldseVJitVyvuMVbqrrvM0IVGvCoWfIv0Z4g5hfDq6lHhU8l22SKjPEFcHmtSfMNNC5VRygILnEQOAywxbwdN8LkUyDy4wvLtY4eZmTD,3639,1613
6968,86Lx0bT050ttAO1UAdvrNY23h0GTXKIsGD9PZg7mfE14bAYpnEmzRo6jDRQAV9dusAm7Ol4dfJMJh7bhcaqSiSacGZLHQ7QflGMaXabBJIUIcwCG0th5TKLZjK0yaxNh2riavAJB9oIa8SAUXFRgZUMa4w1NkmlW4wQvOlUzkg6oCvaRKgbUfrIheIg8J6bWDvfMBOFv,7527,4614
6969,63YiXJWjCEKQ1NosQGFWpnFjkQPOP5apjCvOJ6uWmk3WLw4SiT89qYxSyy7H3HTHnfqycZjUWstEusYxV7q66b8LPcaU8mceRvtqGGzIuom7oshFaJw6bWKMgfj99OVtQPx99rrPHhMSyBhg5U4z0gD4khJlgzJfT3rZ5iGsbgy3K2Xf7CEoUf3tL2YciGsSYr95TIkW,2286,1840
6970,XUsJusJnneveKx98NCKoKVxgec3bMzbraJIjBCIqS4dOg4gL5V5iMjBCgLoRysbxCDEBpa6K4eVP2j9k6rf143e0HGCzX01kdpMc0egeYunsOwK6MDVHMk3IjN3jXHxDmvvMXgucLBcKPvmV6GmTfuY3wD3mk7GQ7kFcA7jpS25LHs3xkinRedh2X2aUnI1O4MNppJV8,5252,9615
6971,AmyNvDKGBCTyvdDNFIhPBKBqR5fOHbMovhc4EJGWKhGz4FatmcENaR50lH60i58kzpDOBII5BLFeDLwLevmoX9NelmS6NPxOig9PBLsdTILPLbwZVuWxTTN0bjnYzMsvX15hMhKSCIVOx7SKz3ld3A4PTJxciToHaZ2UfONyjDuK88CdRdi6lO2X6qOCtstteNyYF7ol,6733,7938
6972,3zQtQUHUKFurgLhfYzAKE1TBquKoXTy7QxVDGMZ35Zho8wrm0kjzkfsCfODfKd61Rxbs0dYLZGPpTpD3Dhxxu8XvFSh1J4tbcqXKV9wXMXaePCszLJcmqJHSapmh6gCeWxMnS2hEualXh3fCkrp9bGvTjEuqWPapU5Hc0EhTlY1QhuuhJk6O0CDPB3EOH1rf95CmvDMf,1727,3661
6973,YDPfwzTNgwSMyS21a79TLtqWRlrIvGXbDeo9AgGP44V5NwHtt4nPf1LoW2OKHLcaY1IUn3030uYRYvIee8Y0cI5LSAnIS6Itb4gWnwF0EtZvd3PkttpIwm7Q66BnQsl3lo0dPw0r2ivtsJsZuCYiQ97z7PaqvckWHgJyDvV737QN0OhwOm2NTDmlrBg9WJ6a7ZlM94W8,6833,4392
6974,oTtt8srncJjWCE3iHCPWkuBzPamVwUP4h2YT17CxRsqx0lXgSbwTtT04R3ehGW1I3pzJqkqJ9cF1DN8oDGCVh6LNBdB7cer41i4LwNzsvmTQO91D50eAUgl7elHNisrfuK9eTx1zQUj4m49Cl7Cm9rkV77rKGmJC5ygD9WuH8ot96qVkmFlkpEfDknhWFqtnKh8xY5CO,2135,9186
6975,oV7kZQmHiAAiX1TcdVzYCR5FzYshLrCXXuaKG9OQt8IsnlJHe5bqZy2WZ1vAiE518nKmbIWeHioEJMcNPlDQPV7i1DuONNspCQt9ahqVj6i1KyMNZiv7BplnqluXYHR4z9B3ccwr5sqTwGYD0hzpbvnWoGTywS6cpoBKwTu6vDBS9S0jNrg0RldDVoOWJ75mvNoIEORh,7943,8923
6976,4XtVXWQtlFwFKDK7yHFYwxIZhvosf8a9DYrFUAR1GZVzzpDk7GZJbZGGOUxmshOnpxCvWFny0OSXbTj1sDuYiQhoSl19NpJiLsKCnRO2dlTNGso5u53owzEYPXduOnlKEtMtIhOaz2577Uhj75PRvevVnvwQxdozAIIXg4wMrdz44Hb5z4xSYTZk81FXv8nWOG6yMKCC,1406,450
6977,kSp1agT0a3pVaqthYpyZat0cpyKmtp1vJVtH5HajD5htq2pQFovXNtl1bMLmWrHvB3LE7lmROPWfLGvxI4hE3diau1ps6yNWxwrwrkSdBeI7XGqVaYdcJC1hVvUF63VaC9sYY8GilDDYVkDnLTRiVvMv4Jb5QNhHJs5XXR6bR50G9dMvrq3mmxFRx7eOhKRYf5PmppQ4,3710,8397
6978,QZ4Fwb7pOjT5fVnojaxs3HnckDNjGBa8PwhpWrLCR26sEkZ49AFzHo6IwbfsOXjMIUpty7R2PubBL4Y9nTkF6l1kzY24Mcy4Stjt5qFCtNjWN461DfE5xdQhdE3ZEWqx6hsbVoE7NiWsBeX5cA0qX2HzdBQ0wp7WhwZqLegZbHrOHhg8r77Ef9ZDa38TYNKhl9LOFru7,4896,4505
6979,OQL2r6fRIys20hXWQRgMAN6JnHWR3ANAjEuI2hLCyGEVzsJn1sacaRbBTBOkjNYIlrTwxOdsGeY4IlT58taKjvjSmty0Tlclr6uHYXzmOsW63g2srSl0wOizIAJDZnYeBwMM0Lgl3x51ZmYF1GIB9mydX49XNvMlT15HUp1fvA68SrafmDMTeXeY7sz6MIXHlThirRvL,2277,6228
6980,P9pzKqeevJj2G6WgJl05TmmzX8J2xUSBF2HftHhJbrXNisNlLLIJUSSmWzcMglqa1hwOy1xBDrdlPZRpvhrmMIqxjeJ3pVm0B6VA59xUXGFnyrX6ixa94DNt09oTr3WsFnkSDQtwtWOGCD82HMU24m57smK5UemetXhKGF3SDoPhyHqwAwLfjexcsmjaGxcOuuWpfxvB,3000,417
6981,yQWXJl6X5hSG5PkFcefdMPMBxEvARMBKNgpgFVd8ds246nzGFaVQgz0iEVjEz6GsgI3YkD9HBh9dXRFJOo511unXqHctvYIhmJYxuagBaNP8zXLwQa0LBO0vefsdkQWmYc0N3RYxI3anfpiS6pcUi7fXSmSOsDaJ1mkWg739BCDHyNQz7Zh5xBEb6c4Q9KFEcRw3FLw8,7804,4780
6982,Tg4YjFWdRSgfWzhIZDCnA168phaXuvniITsihi3z3f3wi647V6ws6Jdbj5tCp9sfo8WCG9k0KNte8JZsmcBx95l90R9lz0J3wXIkj21VV5htZ9dZgBaM75gtWXLz99BUDzrkBzIulpbDY2j1xkFya6610YOMqCWW3MpkR3Xq2qlRddUdxUBZ3N4H3ztml5DjTFJLN9j4,2050,4011
6983,5tVoYXEuYVA6cqRiqcJuF6mC8YTIPyuHMfRKvPbWi0hrjXmc4pTHucT8HTpAE5fkl2t7ZHwaAxLPZ4clv0OkenXuLSDcjbSmU6GqnpDw22H7QDjM0EPNr4F8e8vGDU0jfj4cyw7FwbsmfZeIt1lfME5a1ILo47thBhcrJGXEHJaPLccFenWLsVXandlpkSLzrKl87x8n,4771,5424
6984,YCnqOYqGKQkhzpKBEpfrdy8lhB1eHqotsL7Ux6PM9dI4OKV5x5tTHvDkEBJNgM8dm0zoszOHZSsApDWXq6qM7Um6HXQvxCpxeoSXUqM8rl3yDD4BpvgkfwgRO3gVjdUXn4fBu9C9tseVbx2DdPGBfFSsHBIbJ1YORgLJi2Qpth0xRK0bAd1UWS2ilw3s0lz2TQD5mtfk,9731,4275
6985,S7Oea6Lrbq9E18nnhv9izHr8dAH4zQ7RV6A4THW6hIJI2PZFR9LukakKQQAazQ2Ktss58tTaZDAq8jFOlBn0ENr5VzoCG5GQQ9ZKhdGipvUhZ3MqKwyynCGgBwkIERTd6ua9J5rH5FKS2Jgbn71UHSnO23Ju37dXc1kpdNhPEq2h1xo1QIfHZ8VoGLGQw7O7lx0Aj18a,4272,6233
6986,PaZFXFPRdvcW7df6iRHQcHc45D6nSZKFqxt4OByABfddfPzXenSqTKKI8fJTJl9ElXpKulrhdGO7o9ZqOjIpGdwgmk6t1e0ZfY1Ikom35vNM5Ne9GdFkcU7IlIhJo8q8QybPHQFj6PtVPjlZG6nXYP7LathbGdO7FO5GvO1zYfoNlm2BhHDsUSjA1QyXtncdAvQAoeo1,786,8042
6987,93ltky1f48Zgmwp5OeZeFuCLNzV2XCdLngTqYIqAgOteDdIeVtPJcksO0afuc8I2fO3Gc8gGyZ71BiHtr1howUsCyE08m5hhF08zkCBWMJUDn0NRSwDkbeFLf0RXIhe21ZwKkSJo0Kbn9pZ81ip027FkvxTtvnNppbMNECrAmYuRDcLzbTgj1nA3TLZw8Z3N6w7hdL3z,8684,6696
6988,NdNyhSleRbHoxBbS43n4BMfgUReoWQZqrMagqenGLeIbFS86FLRAM7nA8qeQy7IBCa6kk5lZPgthEDbCSiiK9ZeuiahAAXSNWGZpVYVKk1upOG55Oc8QY7Cm6MBKYkY2OfL8ovq3MYkHpygcemviYCzYEwtJWLw9d1bs47QdvEE9W57Hqjpvy0dMpw31ChhAmkoxXxih,3444,3027
6989,xU80BJzldxfALnYPCHDZaOgDWwQKu2BIafDIOzvuBaDufmZAYHvad52iy4eP2p1kwWjpkPBNWTX9KwitWPvmHkpeneUTVf2Wic8ICuaJGhEKi2XCWu3m4PdLrFBF4r20aAbrxZqmzlfjgf6vGS6kmPcT9wa7sVOYpNthaqO7DQxSt4pMIQ9mvROLiHsA8t3dXH4SvZUa,629,9878
6990,gVcKjEGOycVmnX8i8T7N8UWT4m9Xat5iiwv2sXin3u5bHvegTNaBd0AM8IP6EtxFgxD0mGzkuTTNY5LJIdDNS4Fsvi4jIliK7z4Urn4NYzQJgxxD7GylqkwmrVFDMPcJuJQiA0bfizycn5M8u1mCx7dWDRmWh0BJXHZWgOCGoSC0vU9wJHSUnaWxq3fsNE7rypFggzbf,8201,5107
6991,Xe4nltS0Nahqg6vlqmtT2jVVCGOdPTpxgHD23DSwaX1gKHJIu4JywfmxIjlfezk3vuKY33snU73fsyK46FsVK0AAePtUcxRkw7vZ7uP1LfezmHFUYqiYHPt4uJ3oJYLgpStuCv6L00KoWKXXJZ5vO2dgO1ox0lswU7KUXVRmuWiQFEhjwgeudZSwzMgKGJUOIXTZADAy,1224,3082
6992,B2UMbJTFBUG7T5pXeKyGgkCTHrvIisgqmJYZcmvX0AHAILDYtmiz9Awa0AEtYLgTyZUJgP52ZbPfdBL6nWY5JqrmW8jbhB8peyLs041erqZhuR7yzIGBwlKHsswipeVYckAozcGte4OcQJ1FAvlZ5733oE9HHTyMVBEKQS8XBWg2Wr0i1rh435dfrHAvc8mLFCHPEqys,7839,2280
6993,XiaAg6NaPZv4TZijdJRN4DtUwUkleL3zHpi4EqlEhBsMaLsrqeMpbjTUzFOMWm6Eg6wo1ofxhNq2Uh4kl2498OYiVOF8bYr4FopdZE0C9ZHN3b9RLokdr7FSiNSmjgVIfvxq1aKhC29jGKp4OxxxyOMIiX5MvNdcD8rHoTaudDbz7gLXhYXvtiURioHef8vyZhfIciQ5,3782,552
6994,UuwXKBMhoX0rsfnaj9L5OeSnaZAD59IcYqOkfLeGR7UX8ryAeC8RtbyzcJ6vAJmoPXSCQD5YfFoQJ4oslAi3A1t61YHVOsFIVqIkYvtbHkvnxhqieOJAksnYoWL26jJwAf5dvETzQHwZFFJTrj19iEinCu6Ck1fhb9nSmMwa4Uud6OTjM1KWrKN56SbBHQOYlO8Fb1qf,7970,4395
6995,EOUEqxbX0srI0QwsVUvuSoFV1sPNHVLpjQF8k2lnkuafrdYrTsfVtCIaI9M8iNPehBjjLxHdtIKiOknYTh4Yzz5gHp0lpnEWe58q3ygfkCml2kMiVxoAT0osFDbg6gxGDxDSm7efBYyxMUnhcSP18EDnQPk0WAiEPgiFg36YTJ94C1fva4DoR5H8taCWWoIAzthqwhBj,3559,8484
6996,izEJkYtzac64wUYjWG1jCoA8ESTz922eSaWR4kznmhOpD57NRML5rwy3zGESF40hkcmV7GpvQO6eaU4IVGhwq7wgmccyfhisrqFlTlPKhZoczTdeL568WD0mpGtfn1QtqNxuPTzu0WPRTUqS98mjkjWozc5N1ugpJ4wlgsP2GMI9xjTVZbfpOqIH1J5wXm2FzjHYhEvR,7285,7547
6997,dYaW0PJkxaP1bcvpuXxceeTDJNc4xVpO6dNuqeSpmxycz8Iom2UYdQQ8FXMmxOwcvB47OB8PEHzqp0NLFxR4AQuqNPoTSp2YBVryDKal4FTWakTOJBhA61ceROu9Wo7ZPbpTJZI5XqA56YPn6ZKQI1bJ3MhyZaOPH4G849Ft3mmQ0gh29HD6eqRX9fZ62Tf6buxBRQs6,3227,4311
6998,XfOLTXoozRWSvbns9ZjJ1jGqyGtgksZGmDSvJyMCRNdOkJ9WYjRSXKjxYiWMoIDH1PprI2jKNg1nG2FpGWHBaHtcefWkb9YJJWWUdRNgAGE1T5rfcqFRACqugNNnf8tOHseugvLzJlBUD2Jjy0Hu3HIHpmxQDkABXztkb69qfQIYBWqoDozo18VAkWE484vik96NIiI1,8612,4298
6999,Pm8tGS5IMZvWKZesAE2FskejyBacfff7xassB0Qv9zrVxOzgtaiD9wrpHZ5E2cmr3xjtrvqJyGG32JvjM3tF6c8AsDkm5L3gMAbAoGz7tZP2qyw8nV29sgvbyiAnKENmNjq2rv4FDvWhNGU3Ql8jT3xpOALGFLxoLmpGI4R1bw57KOOsOGXiFnTTvAnqjyA18rVlaNvV,3255,1098
7000,Ig70fAwd18yOiiSVVIRlSmwE9c3mRAVCO9fxV5em4G7BDuJxTE2nEsygt30DHJL0nw9jCe9ZnorLpvBPTFTMIr7fK9DcEbeu5GXRujuyFdAaBn182luBz8s6ydZDahULJ6QiYtetVeHprhdhIFkcqc46YbcRKqYhIyQFWSkIHAqV1COR925U61fqCUK6RNjpGjg3RYKz,5053,4552
7001,VqwjFVMLRSuDlRTjDCIn14bAORfVAlrGzegy4cOytF5R4D8PkrVHr1laOvVx01LqkoNGuepkyU3v8KGKSPuSPkY73FkIHa724PqQz1fGCuTX8zcEpKfkG2a9PPNp4gdXWB0td0UauoPfQB9Dnfc65XvBzqAjozMgR6B69slzzEzcn4tOQJBYEgb8Qy3w0uw4ctNU9CE4,9117,6328
7002,H1hTY47vTexxcveCqKzy9ES493rYONFHdaZkb7a8yEbRHoRc07W3FFnCimTeNjgGZqTBV3ktt0A4nBxUmOiR0MCYwXCyn6vOiU1aUQG6WnJOFtYhy918BOPNo5O81wFxEvVTJX9WIl4NCxSD8eAoExNTFovZBHEkhWKTYFXb9f0aUBK1mL9XwbsRiBOelkUAgUqpm9p3,1078,5617
7003,oj7x9De4w0HryFo3vW13zZKz39VfOnfGQNxIUuBKArye2zflBtNSCNtPZH3As8pIUBblRfiAUq3Ilq6EetefZMEDeitM1BcBBpJ1X4TfKN8VUknsLzf8eKsH6XHtvWJSN1H5gEqja8UMOst34AABfeh07B49xjuxEpHccsLGI6if0g3OoNzvVHwtTR8fKqw0OgIjkQbM,8170,9121
7004,2j5BAbHqUku9b62YJLuq5bJsRTXUnYwm6bONySQhXdVMFPELqMHPcI8baNtqDxD6xHCArpj15MSbF6nCOLnaRgKycxwlijdjaZY7MDdBmPUPzgVdjrb1KmpR6Oh428TVssBqipzLsmxBM586cSB0ImZyuHA8gjIn69gGfo531QJiynFBQlcj7cMGTM5bp1oIdJEMZ1ax,3824,1179
7005,81d09GC8s4HiqdwZxSseOAlAEpi2mYLpM0eVncNzYqJuB5dla9EHE327PcvTiKWTtcWz9bwUF3Fh118JM7bmTDkS7gFKr3QOTzBjinl9MuCKyUGYemHkst9q1D2cVmnMn0OBzYkiVcajAaemaqpEvqgjzVsfvInjH0h7GEiFBjOQTZpaiPCp6ia6UoMeqFxNy0cK2hgV,1275,5789
7006,DMbPQZpR6gF8miZknc2DZ6wBbd7ehBtrhXeOfEXwzYIRH0N3uS4DdEKHZZyxcKt4wYaPELFiEFOAxf4kPDuPHpNdMXyFQkUopNesZ7zjNV9YzJT4fNhZaexHL7DqW9RevjVkAMKSNKCwqznDE3jCC4OKaWgc4JNNDemPxt4TCPLPcAbWT9mcZOb0VKJopsXE7ysLMXPU,9974,2637
7007,Awt8sZ5KI4guyzCw4mjPoU2HSnSQJ6tRcJOpHWcttfkciMA3Iacnuumq4mpEGpALLOSokXpiK0gJtZiGnZHtdGhshiueqXmEeYRT4VSuv4c4Nc6fDjbrhQsErjHCnK1xNcoVHPLSHW8inmfElPbG55gNpMlVOQHkDpqvylXxYJkLSJbEEDaXsu1S5bp5n0E0OXf75tPA,8663,6400
7008,swVV4fvhQL0t2TyYzX5cKhEt65oeJUxZgFBE6kgJKGk3AefLJg42FZdLrlZ90RY6XaNxRtcO1vSE7LtbadUmZ4TGl0WULgT3snfjRr4ZEpBUGZOg27jX6wgdGGLbWHDUcZVTqKKsi4hu39AMm0cN6566HBcKgcD7lq1rD4zrx1zBOwkGG8zgo0YhcZMosALF1jIMISJr,51,7596
7009,ZFG4rVbVDhngTvSUOnsL9xptKpnX8yzHg3aTbhs1NW6ocVQX4xDf9yvmZWuCrDWPsgAZU83q518n0BRzYQdKuTIrHx3ExpKJ9r66U1C54XkI0IwYF5oakMfYXSRgEy3QrynJFUehNhQXtA09Bf81BtjxMhiBjg0FdTbBfnTubGMC5HoXcSfj0BO7Pz7hwc7rqK3ZiyeY,2045,2243
7010,a4gg1E3KjRBRPbFdwpqv78IfWvOOynxGWmlTas72om2qqY5bUFCysaPbvBKGzoV6d45m0vCDsxHVFcz70w4tk9Y5WJhZi0C9Q6NvdSliC8G4T4WTMMQDtmVeg9QrNne1uHEJODdhKVql3dmcxOMVk9QoksOeC4VYeOKLzNEIts2X5tlDXx39bJRv1aigy9fQASHoSbmj,1459,612
7011,m1G2t0HLGOAV7V7ZTZoiTtNmWnm6u5LU0XgZo9qrYn2RPpUwr3HN5kt3odfGOKbLDqejyhuUs6Jq06XrSzO0y7YQnnuLdkdNLrNiKu8JJxe8aCCsGxxZ5kWFRO5Lwj0Hd5eJsyhh1ErAdazkkCFpxDRlUIQ5zwXk6Weeh39RQQh12Vm1YUkudKUao3ykhlsErHEG5VDr,437,8075
7012,Zhfat8fZgeLmGvCE0oEZtohdJuRg5DR3rpvx4NJzEIEO2EBSD1eYnnEu9CR9r9ddMS5aAOJnePUkjTkEs9cDi3QEkAy15KIFolBkJkRzr13XSdLpcNQrgZ4SC1zAaRsUGP57RA5HrnVr92wHzIZs4aiPrthSvRYaJjRCiNYbSIA2ENSKEsLS2AZqqqQidmWaP5haktil,7376,9670
7013,ZwapKdaWNCFFhJJlV16z8pvjnIp2jVJji4knPAfxIGZTUJXYQ9Xrp39uA0CCxiw22ghnjgVVVIr2QbPeuRlk7b3p50mZ8d9kThayluytoCWgLGdilhSf6M4bm2ss45W2IHitAa29c154FXdyWDxbKenGm9LtBGzsqeXDhuiKoSCERAVPZ4W0H5roebGAPI8WCMOl9ZQl,5098,6317
7014,w1bjzlo6UHt9lvwsjGoh5fUpCEwuP9ovUeIzN5mfWSy0nCldzQzK78rQhvgvz4rVd8oGm6fodJKmrdC9dT58KexWw2SbY1pclcXoYf02uKqyxFiDshRg8sK8LSTunEQmdsAOFYk7cCN9x9irTOs0jId3SYdGLGPq4DUFET8U7UE6eLLLtlaZVaDUOH6q4ewVxgEuodm9,2607,3943
7015,3PEgYGNRXkq0VeAA07WRachsJ7HbhP8aI6gyQrs0cmGLp6Kktonpm88arVXb9wuHlPrZ7LtIPgzxVWDMwgr3mTxK8GG4UR0q29kaPvmh4eaGJKEVSKocF0fSbga1Eyx8pI4Wvn7B3J9I3rBxBvmKnYlBdS8tVvcFqbaAQrjpNni51XYtfnzTMnVRh23doNpHq3bbRAhT,2011,9584
7016,79zpKG3POr6J2DGJdXyFA97bP857ceGfGPpVc1swkZ98LgAYUHhJeG68CYaMK5wtlaDnXvrloBfl98Ps7hnU66AASrSDbgmomQWudWBia6fckU8DIrOnSbwoZDVpdnJHZ19tlePkfE4AbhZ7tO4uR9VKdrVaBWFxwXDtVPboboHOhwN1nX6OsZ0afyP3JzjJ9GNDepmd,7852,2700
7017,Sn1Hmqedwna0EXhnNg9hemF8PbjKX8vccbGMjXMjZqD5tICzg1bFdOvqh22LHTFx27YmRUEzUaIyjKPGZtoggp8NpaoqfBbGkPDvtZiLxlvDG7HXmvwYpjRM8L70pXUS8BOTHeW9Kct435GsTREtODaA70xicrfaRcEEtxQIZwNM0XTDEOhYSlE5lNVQqxhd6Tma0B9f,53,9350
7018,UczNKkgteNJHHqYJdfb9blOuPhu2MDPBYWQlFXDvt7TUTzL6BrheEAesOF8m0oha8IsuZwDGbqPeR3baVx0ffu7X2iXAZa4FZ3WLGagOnbCXuAbUnhRCxC5NKV21ZDrAwKEYhQT4Ql1Esjn2GDW1J1SX7IAvhpzktBlk5CwXNWwLK1fkrAuVq0142rbYPiWlwRUq8D6E,2776,9803
7019,nwFGMGnZDh5d33KqrNlXHp9KZ2gymoDqErMEyweUuzezqSYbgRVtc307w4qUjzxYdOZLqF25sRmRKKeHeFSUTUNK1OS3FKu5CFWb2MuaZZBLRiwmaizehdFJAOUcx8zhgqPFyDORU144TC3SbpdhVPYiAMao2SnbjdpkTryWThKpiL08UBAHeSMQSqFlmkZCNdUzXT9u,8483,1121
7020,NxFsAyWbT0Rf6QRYRmmNutIIcF0AlBCQRXFYKjqQOLQiurgDi8BWHnWdp7Q58W0RxBOjL2Ns5W8icjXuiwbnAqIoAlsNTvS2V8usd72puTbvoyAFjfWL4MRH2kijJAYKEGNeyoRl4v3rPX9MknnxYG8Irnz3YSgt4QqikgQ4OvQITk2fkW9gWlw7HFxLzXNmPJx8qbmE,3599,7271
7021,im0zzHuUSBT9XSetaftFF1io2Kw4yJu4KnCJHSQqaeELSQwee7AGVRnrEL7pU0gJRYztPUmIPDolwXVlXSZ0Inj3AVF5UlVk7534bCOJV21RmC4q0VRBapBoz5t4PrxorEn1ebKVDQfQvRQ8aYE8TTJR4OEfTU3nENkiYDMYL58KKu2hovd1myUX4V7PWoCsW1MirsjW,1822,6762
7022,xYV9HJVh0h0CBP3NoCG7Cg3PxSiU06LGq6B5B5Nx3zxe1U07oeEgQNnQfFLylBq4WuVEN7LsyTEMtYXcclpW2o0cSua6tYM2I3IH8vtrSVs7IbhGrsW9VUBr33wdgO9ZGMD0PQdr28Dh63T1NTOACMgy2aOF8PKDWS06Xr0bPoHWQdv9j4PNA8X3pO7zBXsmx9LoDXeg,4644,7844
7023,vXFJiYpOgE97DX46QItBa16ejRSG6LatuNM9yfqjJw1om06xtGHVxbW4bkkQGiRVoQNzL5HubJ2nAR2sVeXzEE6T1ShO4ZdkffAWmGmy9W4njt3Js15lLbQjU382X3zBqRIeRgFO2i0sKSuIYYgCe1ZDPaBtIuaFg26RkZ2LvrtmkiYBJzd9Wwhy2FP0eWGIIvLSVch9,5158,3291
7024,QwIwcqCAjSQbstUHZfKBrZklezWGprSedCfuqFmiydxy1qCc7NCByem1MhRmU5U19v7qNkbT2mMOlwtyx4JboRp8ZniJyAO3I5yGsWOWwtIMSYQZxdzZw3NsF9QjCRf2YSFp7nFbpwp5IdpBXIVULyHPsFAtGoUeNQy9TlcKYXt9NRkmTOM36KqjLz62nVVBbKr1oprw,6829,1927
7025,6xEHCafXa1cbiDjOyeojgCCsiCks8ngaNuO3fDwfWP5diAmoSZ1NHGo3uVj90xZwUBNyzqturINRGjKha6aiwTSGFUIKexpjzJJgwyzlqGf82XxLLBj4W1AAsGtfiiP4doc7ZnvmHy1pxUOrg68dOuM8IIxpETCH0lfO5zwiQ6xh9VNY2B8lkwpsbdyQzFhxvuyLy9wr,1715,4293
7026,NR7o8x5YxDVbhE5xxbAfsKZAvPgBk3ORaJjYuxfBUaSdbUMuPBMVqorC172tR4y3yEAXehC969KS26ibCwviq3kvbggx4vualYoWUzPs8MYqdZK5YbrfIPM5dO58APFKPuqdRMHNgDjef4RCWkYdEPRVLt3F3RrtHNbtsqoMTe8Fqsaj63ma0lGAdVShSBTOW0XRdiUp,9480,2015
7027,JjQLpdTTIApR3fHaPXYG3RKttzVIGXj6dncgtRpzO83TjE61KCS6Q0S1ZgczHKNuasxPDkq8rj14Y0Ko3d8DFmqmVkHNzzrDvI21QqyjVUPr8XciWx6nMJpyCL4ccdI11yJQ8TXMpYsuW8o7Ij1C3E1lcEyFwWH1MXzKOMkCZu8xb4bDg7T3mG8x6ix4eSaSR0i9Jds5,9878,8169
7028,mJFDJimviyCNPFZBNpYqiHTpgkWc4DOY4xdzr3YPRttlQDkckHQCgTQfzahjMJ1fjoTcmjUURJYyYsYc932wwL1kh89RVzDH1NCluI0Ax6vX4bGHBEjSREtXxs5okC8cGQ7Kpxs1C19zadpF12PRQuzxeoyBNLau8TQoe6bOWsQaE37TCzxrxrLWaJqB8rn1aP1HNBl5,4317,127
7029,4heZskre8YYs6RH4NUPZQpEY9yB0GBO2Rwwn2BaFUdsPcsTk9TxQpAuPdFZ4j0Y7JgbJedBM3JFw6z6Rfb0xN8MQChKxlggdEuF6QJGgRkWf57SnJIYHAltLTLH7SOlWnlrMt9AWVUfmlrUEOgocIYdcA4mFBINC992UQG4JIBwpGHjm0DsvkIOOHOLzX4UMGcnmzAyI,6239,4970
7030,UGmxW3V9O8Zbc0vnMB4FvNrjjne7x0PkJFyHmU2SdXpWwoAw1LxxNhsGZCOtZXMYtzSWCnA2ImlYiUx4nrGlCcWlWsskFJ2GKRn7VntNK5ol6UiEPTFrRkVRcr9U5aw9tfNQrzi972bHxvpCKnVvDLyk5VeooZSuIo1aGRWZuGtZJOdrB7JRFB6iqnVWU4Vijq8J3O52,2665,9304
7031,A6bYar2xmqQBpHrStd5AF0vL0cPTxxBQBJAAHSModhRoSiB1bleb6P0KLPi8bi9zp99fHrLbRRhhiH3RbY1MSkUvSzy1tNM5hc9SifuuZDJpsSlEWRgDqxgEpONR2UsEElAFIks6oHxPaoCANuecrJOt54nUSc1EUFkGRf5vikZjARnALNEIzPX5XRKN6YoLQs4VE6sr,8188,7268
7032,4GuptoQnIEYtOFspsAVsyJ6NTRWS5PfWTGVQKsif6TPjxgeznZNrVG4uKhVbS8r3jBaHtbeAc0vf4WZwxhpgBxAMMlGnWGM8lV9wGWFL5NOfUY0xIinvTL2wBN4IV1nWnx4iXnqbcdkyif2yuSexcbpZdNv3b6zEj21heRZf2MTzkENfVGYDWz3LHeFJ1wAfogOqnUTd,8842,9956
7033,5QIzyZAPiUiwsu9pZ9LQnGMxLEzh2Ax4KW4mCSpqJmOp71ydq74TRmWzEVoujcWhhnmV0WnHUfGA1gzTPW04Gdnh9Firo5GrQqITPcnTUx9vgV7hfUfNmbbDAEVvx5cYYZuLYgDwsgkTd1AnHBLTZ3FyPETLG1gYUkXHlwI9RseF1HkJDrnwuJ9fU55UM2p1AL92e3CV,8826,1994
7034,CrZ96HdKHYNtoLl2xp0ywYCnEpIrpKpS3hGSFU9y0CvQnRhyQmGWfEZnow5R8wf6t5zGETwcqB8tnw9xIUaCESxzHcnTZrzEhyhsbat7znqdFqA2wIInVc2aIA9lpcD8M4LzORVsldNamTtbcvhRjMtF5GjbbHRXjrRLeKnfwZC1ObxyQhJ45wZ9LF4Hr4RdMz15Ci6S,1238,349
7035,eJJ11dTvL38XcwSRAZPgx2IjpZk2vsl0w3SP0TOby6tXeyXEnvhhClOmAjMb2a9cSHkjeCarKyr0IuE0BfPAKEyLopOQHwiX7QFXOyjkU0WN4YdQfVaWL9SOTZ4zxKjYQT32prlN6opTrkQQL8vvWLM771Ez3uxKQ87kelkxtNahU9gsIonyYyBFH54ynwTL0eCtnqvj,3853,9619
7036,BIuon8UVqOG8vc62dirwK73Prz6xEc3Eabw3UdS5dRGFF1tkwvNM2lxEPf7yCgROUCiUpDh9QvT20yJzFWATPrLznsnzgd36A1uDTZ4tNN5HR5NbVHsqf79n0sq7Zsdx1W19EGgqbRFCvEhseMdYuNaC2GNks6TftHP5DOWPkCOO261vK7dNOFCo5zG7367e8jSozmpP,8354,2346
