ID,name,quantity,date_from,date_to,scrapped,is_material,note,Branch
9594,oGg2GlZp6uagXsX,166,22/03/2001,05/06/2013,FALSE,FALSE,BRZCn7fuTJTQdmKTb8QeV0O7Bt55OzMqF8FU9mTw4vEjERyiJRJdJ6jLCcB3Ckge7mLfh0Typejjwp2u5Xv6pshIZ3RhlZtTPjlcGTAT8VypX9YXkQ8pyjyPFCFniwMPuPUMEZolWc8U,231083
9595,42vae46VbEfpvWX,18,25/05/2003,10/09/2012,FALSE,FALSE,MSKmWSVldUMQpIoz1ypuobsCkX9swMV7ovSlwsEwJERBKwhOFWQtPW9vkHC9TmyR8Pm40CDJu3kkJr2xzvma5msRvhBpqFcgQAC5KnYDSH9VwZm3POJiAXVWgUITBYcpaETIo7nMWjHy,263929
9596,mWfW4HZb54g2opY,247,14/03/2000,28/04/2016,FALSE,FALSE,eOSk7LbQhuKzwY38Btfhbd9iyrRgMJSbxQa3H18tFmH5O9srJ6nlZKoAPtwQ34DYcsBg7A0KuwcyWDUz8kXQgqCnlanYFszKjsdf7MtJGd1ms0oLZ7RTgx2vpY4hWcFB7RPnky1v0OJC,875870
9597,za4vvc8Hbgow0sz,169,20/11/2000,03/08/2004,FALSE,FALSE,BklFgcSnz5PdIv3d7kancw28SdobfoAudKu2WC4DVIBwkEJb3KbPOxIOrnxDy1IL5fA7ABG4pWRUvGXNTNhUNvgqCfKtO1PeA01EELa2Dgj1gxdlPjtlTx8K8U5e0XqxGxU5PTIHwoQq,786891
9598,LoJOCidpIoKM2qG,226,09/01/2001,08/05/2010,FALSE,FALSE,iW6bmyphR8TKqcS3ApcnHCiMX01nk0Z4bueLhNf0fokswkkdtwzGSFVfytDv7B7bjZs58GWwJlIdc0axQY3xASlWZ8XxKu2drJIW1oemZC7q72C8TPfjIJaRxWg9tjmZtovSrD5m3QX8,669954
9599,V5Yg5Ye4OTVit1i,151,16/02/2001,15/12/2013,FALSE,FALSE,uQPU3p1vc627ADUFrKZTMj0eaeXWhhx7GZLHOkVndxQ4qhHcjvtWi94Kau4YSeO4I41k1M0GzvzZT5y2W5xvyaZGeBrdq6V9iWwvpgkW4mhwJe1e6BCWrcFrfuG0fXa2a006JDNzUa0M,630011
9600,2n6AJMho48SGQEQ,274,03/10/2002,24/10/2017,FALSE,FALSE,4V3yMCQl3z1xFqSzw7chuqEwSYjiTANRnWP0nzr6BfWPYGVDirZs3v3NQGgycrS2ljKtbbL6PggPTzXLDg9llfY1cBkhT3dTMenz5lmHfdcXPo4btUu6rqRGLTRa1omWCNCzLiPc32FH,34877
9601,CAmxGIy8IhlgMgo,186,22/04/2002,03/07/2009,FALSE,FALSE,EPKFSCzlKDKrdTt0nOelgnp4mHrnOQ7pkLC2n3zew4Ccd502gAN10aFbkQcKVMX3GeHRR0NtYAzllMarRyGNDGzJFlSWboJkhIW9yilqxdc0lezY0u3gFJ0Ap7Mpi1St0PDcza3sNaaj,38710
9602,n8ilv3fqvmeYSWT,255,03/02/2003,21/11/2010,FALSE,FALSE,Wia1KTptRXqZl4oWm8NvpKdGCWRReY38LKYVFzkTyoA8nbvBejjvwlvMETyyBYP3drNbfSRwX46AKedllPx4zIMkYMQvAvRaZHf5NTfLSwX2ouCkzNNvkUEVemCTBfwlmglC9iXRtmlC,683324
9603,uU6nKq6wif0EDJa,181,15/04/2001,03/12/2006,FALSE,FALSE,9kQ06C7tBlKpZIVi9DGqh8zIwAhcyD8FyeKGp6md2VCiQ51DyP9sIbmBuIE5ee48mF158P2DbnyM6R10JdojDP6X1JVh2q8XaE5LE5FjW6RfnaEcQNwB0V4XIeDy3VKvobv2WqwNXFNH,569209
9604,8aubE3Qp36hFJiC,175,31/05/2003,08/04/2013,FALSE,FALSE,MGjajouIwYstltAFf1r3psyoMUGZMWcihx2wqOUSw7WJT0Qgp5PoJS8eS5OOhU6a6JLy1NYRhZGsVoUWEjuQGyZPyYdv9FucB5NKobpch7GuLQInk2J8kpUHu6AdunSboorZbJrm4SsI,177905
9605,roEiPzKG5w2VlFa,213,30/10/2002,04/05/2006,FALSE,FALSE,tMaKhDS7LaF1bN4cLf2wVxWt9KskydBjh9fnt5YsjYZoV098xbdJNvM5zrLWVsIsYgUcsQsPHKM7YrYJKtwX91WwwjyCuCW1PrPzfhQhsOCCiPhISBLm6vsgJipIcqeExUsqbjnndOov,285605
9606,zTNhBptt0u5e9tp,286,11/11/2000,11/09/2011,FALSE,FALSE,1qtXiIrG6r0VIGw6vOCYNrs3qvVJmC1D8AK9AVSlOXCBymtBSF7tMzTJ7zrwwhd40wWI5w6a6aK0pqEECU0hEH0JqABKnfzq3HLCPkFfIgxwpdeQumucq6zs5Nb5vwwale6hfCybPUYh,392577
9607,TEeNfuZAuX96ScG,12,20/11/2001,05/02/2008,FALSE,FALSE,7usyTMWiRZ1tNZAWwqOe9PD6wRFkBx64TqiArMaKnYADPT5uuA7q6phsrvCCHvhdc6Zh09pjPD1lOArdWUzB0P8nJ0T5KYD10hkS3Y4uUXb2y5eqEjpw6fnM8wXAquZ0A9uraZj7aEqc,917139
9608,yGyNWm1lsR5U3YT,32,07/05/2003,10/05/2012,FALSE,FALSE,xQp9rV1zKX27JnE2yHtEZxBFd7gAGeNNACjWLlB5DftAbI1Q9rJcItv9Ojguy1spKo7HErrMGxB3DAoUFQAYUuFQQjHlFQHLwD0wKuLSA7WVr16O5Loh0TUZjr0ejFG0q0HAK1JVFsYX,250745
9609,YtiZn3q4ljVcsbN,144,21/11/2001,20/11/2005,FALSE,FALSE,6DDBTcH57A0Ia1qYMPGfoRsopbYAdh3Eroqzm2SGNhvbXVdyCgoQiWGoVZV1EHbaHvbwL0wT6ASGgRRU8j862mfUiBeMgaCFFVTl3rnLuVTiE9IEIB2eJeheQHNJWjwf8MBK7qaR6wMg,757421
9610,T7Pi3aEfih6kxzU,236,12/01/2000,05/07/2004,FALSE,FALSE,7GbkliWSALT1oQ6eQ7aQaXHVoxb7B7fXXk5Tm568jSwoB5yN3qSzJlik8G6xGYQDp5dEVm1VBcqIkdTs9OEVppNvBUUg9J1LCt8Fcu2Qy6yq5aAfwNy2U4X9rrCASVW1lfF1eNQPVygs,581424
9611,0h0lUztvU80HV8X,227,25/08/2003,03/04/2010,FALSE,FALSE,JAi7jhfYpJK0aqclkgmo7fgzfhd0CH3bZRLzKxvbUtqzN3QLf29acwWoescBDpVhPsaJfnaxvLTOyqmlRSUKId8n4gVbVtYpYJkecHq2bMoRcI0yG1uvVLZvtxO8S8bBwo0oFHIKmcs5,934606
9612,yqKwqgVe9nUMuyu,202,08/01/2000,14/12/2017,FALSE,FALSE,Ls8skI2cd7DmbRvm7CJUn3QXcR42PKLLWefyXvZebtR1rDbay0xlVeoSblQSO9NTv1Q6w6PLnp23mZpY0eEZWj010MWwfGQbg8F0xen1kl8plupC51ct5y6MAYGjkdqhZbXoTylW1Myv,928953
9613,lLPFhU0nngfsB30,121,05/04/2001,14/07/2017,FALSE,FALSE,BsGQG2s9LkyIACPmD325oma8M7x5r0K5ErfluXgoxs0TBPXBBf1hWPtYSHDIFxSUa3ESho1pWOI5vH76kw4L8miz8HSmUYiAaf3HLEeWnMKIHxmLKGiT2GWxUOUaVOV8pHfPOzufShhv,195203
9614,barLeGcNzPHUJFx,286,26/11/2002,10/06/2004,FALSE,FALSE,X7UWDBUikV3gI5PwIJZAKGICxuOgI4P8s3HJI0wOwwiu3amIvntCC9HQzSjSxyZqF4yPyFnRWLNYiYIWIFvfLM6sw0T0Rdb8W1o9mXTp9bp1vtsbJMKrD3e28Fc8vx93tPBqtJuuwFgt,428447
9615,hF6DI2qFSu5dWvA,158,11/08/2000,09/12/2011,FALSE,FALSE,BrAba47XvV2IZz3H4k8TiT8IN0aLURu7ZVGLpn2z7GlZHYegAEhLJNJss1OjewCdl5sEsrbQsIWcriAzV4KPujyMMYcxZTVKDIyMpZxTnQdA1qAK1YNjmxsBGg1UOn1ZxLYiuyK6H1md,688358
9616,GyVfXS6AFwhQZwF,44,30/06/2003,07/02/2015,FALSE,FALSE,baCORbvLP5SKW65q0TBnIJ7sBXowmDBlqN524wxUwEK1x8LgISiuLBJScUM3x9jL3qeIADwEgr1D8F4DMInTfRaoEmZjk4gxf87HdDfFfeOdKFUXZJrpVPqmP0EYnNemKDhAIxjImixB,445853
9617,D6e8SCKaM1cQSV2,191,25/01/2003,18/01/2007,FALSE,FALSE,TOmjiCxcpiSVGFkCDZTlRsw56KfFeAanXa9xi0nypxmwjR2C1Q6M9eQlbrnYhr8oIp7qFweMvf6dFAVoScONDOn3JYV1NPQ7z8o4TL6FwuaehwfbV9FEduk3BEgran9gO9oHWbUGgJbT,851058
9618,xJVW24fNJLeFXu2,76,29/03/2001,12/04/2013,FALSE,FALSE,YF3p9iUSRG2sKzgHvWCeitliEbSeSi33xNdyliKnKxGoAhfYHB8hNDkpeUkiQz9sN846WrfNMZUvn7ih63XQkVqtnyUQ7lXUxYbBmiCZgvUxtzChwDmWbtI1SLTiXOPkC97Ogg4X17uy,534930
9619,A29xvxe49A2EPjt,130,29/04/2001,22/03/2004,FALSE,FALSE,xBQIOfe9T1ZLfwjuVlCG396wdHX5cTQHP58wNvufYF6sTPurcgKIsn8yEdoHHig9kS6jxxhj1gryCOdOXpc5IIZl7KstHnXzi6HBSK3p9lRM6KvzAZtbGk1c3UmnExbNI1PFGc6Nww6h,212941
9620,0MpwY2tr36t8FpI,292,08/04/2000,10/01/2009,FALSE,FALSE,qtidfpTnTlqo0PMEtTMIQ9aT7pgMuXxJl1sJLOXQaUwEcTrAYHZt06oqSOf0JH36ygC8hD3f65r5NW1n8fxm7DSpMB06shHSb0Q5RsdVO4x5Osc6W11nTQ8uNXvfM6wYyZeXF6WPCcYD,913701
9621,PXbej4j0pd8L1fr,270,04/12/2002,16/10/2011,FALSE,FALSE,E1afml125f05R5SW6sUaTgjOcSDTF50QmQeCJVD2HS6A18pC05LqwY4iRMCUhiw9ojTBaPNkpcTAjiWemBdKuJeNV6v6StUig7WSoolkrkBUF49szirgFmPeFFpedQS5IuemMEz8Z2cJ,372796
9622,IJIb6DHuBxd4r1M,172,20/04/2000,30/06/2004,FALSE,FALSE,WfustHNJFW56OiaJi3URk4U1Q9SvC2C7xBkhWBSqQumfRmuiqRtM1DzcL3cuybHNU7JM73whloBzRzjnPuFvI0GuMHWdih1ynZLUdhkweMkMC9KVTzfEWVEd0ZA0hT8DxML2nPKrJSQ6,981298
9623,P3rM7AJtCxcRVrd,20,05/11/2003,21/03/2011,FALSE,FALSE,SrDox5DFHO7rx2gJPA9u3g6wGKYDGtse2YoTFEP1ZMOdgWs2sA8gZF4vvRimg98XfcyZNNDKvIVrScQtbgUFvMExe3hygmUZN08DhTof6yuRtMdSByKAp3mSYB4UpPnIx6dceMLI1zJ6,261362
9624,cxDRZPxsbUtUNqp,155,16/04/2001,11/09/2010,FALSE,FALSE,ByymCJzup0l8m4ab5qdMJOyhpsh9bw0SPiYb9FZL4khzEhwYZPP5Blkw9Q6Tl0S39SsEg8bzRRSir8dI6IkLg5Ro8lbtJFjDRn0wyr2axZntTBFBxyXcPGWEAEG5hsqLrORDIrTOQJXH,623826
9625,RiU6ga6UsHyKRvv,221,01/08/2002,19/04/2009,FALSE,FALSE,C3FeIMFsPwbuJZGwVdkZGvW5kmTQSY0hPMdh00j5sbC9U9ciwSW7apnQgK4g2za064f65j6f4prptWllKveAB2GjjMAq6DC3BLDZdfmNV1Dv88gKiSVHUZyEy5WsiQi1myniTMHoIRpK,352070
9626,yUllq0Hnr4imX9l,164,22/03/2001,13/01/2010,FALSE,FALSE,80WLr8DtoPdUuCrJ5JsPALUkjeOmk1mMbRr9ubA5e3ttINY165XCa4TxgvmMubIwnQ2dVsYdJwuHclcVGXpoejvh73d8zxLDu6F1V5gOh43oJLV5TQGWvdSEfUfbOZnVkrXfflAK0aHj,93179
9627,pHYviipiryRQoBW,2,27/08/2003,30/01/2012,FALSE,FALSE,0ZsQ5gVWsYX6u2puFovZH0dPAvva9SID57sI7RwS635n8DoMUXL3SCr96cQJu4WZPUAxKgwx2dcN40Q6GjFlHPv3QtMeBmiChgXoC1CxlYBzkdEFMTDLyvSAiHhbTSvP4aqYcm3OhSAt,252018
9628,N6TwpHRrjXNvOWF,277,31/05/2000,25/04/2013,FALSE,FALSE,pmkayngujxmyuwMADqhM4KGg846ysGcBJ89erRutrBpjcGjyQSjFW63fgDb3rrCcVkpwwsSv5yf2egE1UHhZhWpMFd8o01B99MO1bxBi9xJiaAA99kjjKm585cqSto5Ewg3SSMZhF8at,554544
9629,NGvEd8oPRczXQQ6,298,28/03/2002,01/10/2016,FALSE,FALSE,srwKBdLMLvzqlzu9pwUqgBCQZaWJF2HU17uR2FP8nKFfGTe3EVLScOlrogulHBGTnfzoEcHkgWCV5hJG5dFuqz2nWDnVUo0mDw1le0ylNlwFLPvHWopn6WmxnLRBzvP1faRJpimFodgF,956685
9630,DwbHSf9q9NprJD8,90,28/12/2002,16/02/2015,FALSE,FALSE,lcyCk9czgu1tKsUwj2SvkAljTf1sFtILrJrCLoZOM1mTHiYEapwCS8Xl1OsEHuuxlpCBBRl4cEitXScuGwRZ7G3svFL65VGcGzrbgXDIE1jOZoOiw77VcUzfwTP5Go9G7GmhkAOttJVF,576815
9631,goSH1mK8YvAv9Mp,62,21/05/2002,27/03/2015,FALSE,FALSE,q8wtNmS9u8HAHEdeAsMG0iYUBllG5MDX9GLoYPKIrwPNhMADi51uENKIjbrmAMDh4uBB2zGviDZESLxzkih9VTTw5CF6hhIessSxL9KtzFMAxGzYn1CcoEMlaOF0tJOA54Vk29olYxKP,713323
9632,GS8zNrTqfq0ofqX,282,19/06/2001,29/05/2004,FALSE,FALSE,PfnNaE036fHQQmC0hfODrELmrrDxeX5NEE8LpcEm9uiLPqmr70Tp0zDKTBfsADZjk4LMo1KEbmE6gAXBFW0nDPWPBx1o7Vm6U9lVeaCFpOOOvGoTndnnMvfUh6L09gHGAHmgYBgoTu8y,132819
9633,AId4JhAdr8tjdQx,169,21/07/2000,20/06/2006,FALSE,FALSE,H4l68TcxrTZcQrbgnYCXDDIO7ZIozr240aCnYhsoRvw6YG8enmdtLQbEwX8jLx7Abem0oyHGqXFRQLz1bnAMNJsj870AiJdexwf3eHzzfXCyKKxlhHHhxvwRwC1r8Gih3ldep6WTxLqz,972712
9634,H4ZyJOcaB5rC9OH,137,20/05/2000,04/02/2012,FALSE,FALSE,T5lvyulE7J1mChtnIf84bfbz4CpVSBl90I0S1oMLF7CEPzNkGuq96oPyev1vEQw6i2w4qbwdTwydcWjEzEOhUlDM2CyGxaGzLGgXDS3p8MqJzwVILw6ABOl6zjConpq2q9RW0MBhKjiH,709933
9635,53WFrp4AeGx7eji,142,11/02/2001,15/06/2009,FALSE,FALSE,8S8vZzbqdB5N677vpXjLU2QohQ5hPlGafksX5PFRVQBimPTREh1a4oLGCUNI44a24frVOk0ZSSzD1rBS6ncstqg1ZmUkC7Wb0InHi8CercIlzHOUS5LQbsJO805mPPXV5YNsE3t8l8AR,365765
9636,h4BRXASGvG9H9ZI,212,19/08/2001,29/05/2005,FALSE,FALSE,fQYLNpdr1qEynOO6QjzYFtovC6KtiMuOlX1u35iagaHtE3YLAfxN0CzwlnJRetJp50NQWdDVBY1pm5qIh8tCZhXihFJPvR6xQcxOpHzgbbMcKKKp7Atf9GPYcosQUxktcEYJHccZJNk7,925714
9637,U5YX5dSuhaxKMZv,7,12/04/2000,21/04/2006,FALSE,FALSE,AieiTWwfSDhQVV1fzLCRO7sqbAkB6G25Sl55xMODAo3WOvENUIBQ7yhCzyGTwuiMLl7ta6rn78QkDWcq6WryEl8eE2F9F4RQFrKmxVxXbYT8i79dVaXZCuHkndoh0rhCrAeWLz2ljTWq,716730
9638,R96H3lnph2NUjk8,102,26/09/2001,26/04/2012,FALSE,FALSE,mSgiw0tYbSoghoPE2fzwJwk1h4TwnzBrXoQTHGvBe6ISTyIlRo8ucvS0roB1g6ulQ7I3X56wuxSNnShsvsf81QOmVZmcE3fiMhBWpPNWsMApcFMZHSFyavtAsgh7Ter1RuBGQKDgeJQp,28333
9639,PjJQNNVwxqHayBo,43,08/07/2003,27/12/2011,FALSE,FALSE,GI7OjTReDuJWRuFI4DknkSPg4xPFCKGLbMHEYhNXz5uQewbe7EjFwFdy3aTwEMc2n75FnAuXzNyoh8BIWuI7kBYVsTL7NbSnd1mh0W16UMPjRzQ5ZLZUDeSmjjWUzxKY5KKqVeRA2LnY,64574
9640,vzE2CQhCC7j9j97,84,15/11/2003,23/01/2012,FALSE,FALSE,kj53Zc1031uedRjPHW7lLGVgAAVEHW3K8OcqmImfrIpINwfPhQ4fqeddNY2ZHxth7jgPz2n9tc3CaNTOfFg1bYedv8cOQNY4ZIKnQQapn5vOkaCAEo4BQ2FjFCd0ZYsgE9mSCp7Op1Ng,533649
9641,nQ2U5cJlTWnhCli,66,14/05/2000,20/05/2016,FALSE,FALSE,t7ZqpVYoj5yJJ57OHMrWEQbGucGm8UYGRhLeu4oBP3cpuDnnR9FCcOtdgS6MOvpPhs2mtdeMipGLxvWqzcV8OVnCxs7b8bwdNNIBLB4xf2dwIhpv5QXwZrALEzyBgDOH3m7knVfyihdV,623661
9642,214QCLfsEADgN67,105,29/12/2002,30/07/2011,FALSE,FALSE,FIkuiN2NoTN5h8UhfC2ibWrXJlpQBqg7Yq6D47fwLSimtap474ITB6IsbNl7ilM7xQg1BRmihFXIyEns6uSGiM6chOlrVhOjGkzd4x2qSkw5jA3Xj2BxTFZkTDUxp4N91xBOOJyI1my7,534652
9643,ZA2gUOIcgaQBKOK,252,28/03/2001,14/10/2005,FALSE,FALSE,pIZE26qQbLTLydawucbgADA98qwlblm6GhoGsYnekusD0pomkkmUmQ9lIZFMJFz0jWEQyUDVz65PV7ITBKA08RT0iD8TSbUf52eekXxQhQfpUtQLQwK9E81RCOsvWuDXmaUccosoWuTs,646075
9644,wogywwCgQUb6AMc,108,19/08/2003,30/06/2010,FALSE,FALSE,xsmDgnTpJfYr48jsgHS9XcQLW9T0gfoknZ8EZcuqHR1rEouDVEqAu3BVbbrhTdIn0xEeAeSEXm2FljHrOQfbzo0tXnn8vMWnJN0QkPD0wmmIB5t2T9SD8qyM7VGW1TSKPO6Xt0H8NopM,26270
9645,Brsc3vov3SocZoT,73,27/04/2002,12/07/2007,FALSE,FALSE,WId2U0UBlKPnodGpgQ6ke7Fg2zgpM3jy5cgmL3jcUaydEleN2xwL6MeYD69eUozslbrM6eenrePDJlcQVSwYGY1t7IiO4FIqlG2m4SRYTJec6bPcesJB2alMj7Ox5QsmWjcDszVCBXF6,618920
9646,3Zwg2GtL5GyLepD,285,16/05/2001,23/12/2007,FALSE,FALSE,LtoWGAeVoTKKr5zghqPvRiDwY8h4BgBTZhrWFyyGTz0W2wWinh3L0mrmp17IcjTIR0vJNcbt1Jbbsq3ml9RemzdwzEqN0qougrECAMULFKTqLQ397UgdSyfcW9TJvN2Ler4Bm1mYoGZc,649351
9647,fwljKrPfKKbsMmp,4,03/10/2001,28/02/2007,FALSE,FALSE,2WGsHyMZC6kYu8D7XBTPMy9LmfdqhLXkHNRUJxCWPSJqFmIMV44H2OJEX4GlUf21i9Qhrsyj8793pTF9XRUmQQs2DN7PrbBuaSHGVkenFUI4PQZEyGOCKPkSQYedvj2h5OcWL9owwrh6,200898
9648,Hymwy3akM8kLrzz,284,16/03/2000,16/10/2014,FALSE,FALSE,C2zcbQcsoKcwrp1JRU6oRpVJrpw0Aegzl8vAkIvsHcDpXKZV9XKQCWgWhpvvdmsJnnLs30iJjNhylpwgQa0mUPwObYd4X9Oeu4Bt9qbJyAryzsv13OfDwFyY06ReXovk8CDroDhk9rxT,994560
9649,i8YtnmBJeLspFn2,14,18/05/2001,24/01/2012,FALSE,FALSE,DM0q5DFRez2hh1unmGxTYlAKeKC5nEbIlEkZKciInYlyAf1FBhmACdQbMqMuAKnZYt6cRUcKhoqAAMJ9T73GcaGHyINePyHduLaRiZyqEbdXxQbAgNbDQh67nzoIH75shNQyv2a3INBB,477730
9650,6sUiqM8CXDMMOco,220,05/03/2003,08/10/2006,FALSE,FALSE,mOowh4Df5A4eGb492UeADjTOrJdn5eL3uiE8UQ0IJqTctOoNoGnaVj6C5ZEYbZkayBuhX6pmeV1XQ1eceP9y1vhLlBD4LcrtF2nseH0rbB59rjvE5m4MZwjDdj6V3vaCoHRXOv8XZRXz,169977
9651,zidCP98iieTTSjP,277,02/02/2001,16/06/2017,FALSE,FALSE,XzKohwIZuO5F3G4x2eJx7EofCM5drO5M3u1Jy4AsL4iVUzRY32sZLwUTLolV1orfSsLIOv87dblDgTLM4hjzggBHai8JSp0hMDDmoIJI3u6uKQw1dYaUF28vrEspxzoxkE0cQiivXa5v,447052
9652,kQ6JvGq4PgbUER5,172,13/08/2002,20/06/2017,FALSE,FALSE,Ul4zp6o7MLaHi3qIuhEngX9n9V3F0qbH0ubfvEkjwW1Ffb2ko6VkFc36lR0TDjHguTRybLXp7e0Jg3IhcSa4U0BY0f3eNQgNPVVLKDJdipnlmtasIT1vIMM3R275S2cr8m4Kh6WYJ7Vp,154332
9653,NavHFKV4ZvECIc4,86,27/01/2003,07/04/2015,FALSE,FALSE,PLM6clL1hq1Hz0HhhSNh1CFCES6vpbRxvS09J77J2LlvCKQXDJpnZb6MFK1JpZMFZEVg9IXjVDpqaT94BjrfwnXUWn38Gxdd8gW7zuX5vFSVwQwwK7IGrqTvrBKWOZdhkLr47BERLwuq,766395
9654,UBhF1HyIpXvSMkQ,243,21/01/2000,01/03/2015,FALSE,FALSE,2yI20455mapdEfHkU2NaZrXvQsKFYEjP6h9TpQyczWjJlUegjvR2iKIKaXlIu0gi0Zhhgy4EDulCHNK6NofnwrrwYy2Soqr8zBSLw6Au0NzxiFCNNp4GU3wJsvIr6mZXCmNG48JQouwi,177056
9655,13NSvoE8vlo6OJc,9,04/07/2000,09/11/2008,FALSE,FALSE,6SOgobjGNSzhz6Rhalb8Q2vgHcV6iuZIRayW0cHJE0A0ne8WhqX0T7mEhsYLGnhd3qPZH4r8eR4a143ne9Y2WiyTyuzID5DaSh76OiPm9ZWCDLNmzvrGPpGU26lWFj4iNdHT67Y6uv27,942373
9656,LwPmhMSRO6LnbmE,89,24/05/2002,27/04/2015,FALSE,FALSE,3p2XvWdwIIFq9z2QmUQSe2T2G81OccY7phnga4dkr0Se8l7CoK1dhRkAW9QweOUpuHAbLVzr0qlnkz4eAykSl5ZY7mKbnrFcgmt0lg1SVJm1q7agEwvpoBEyrmdiLXEJlIG7FD3e7S7b,103488
9657,TirAMoX15Zyfh4I,291,22/10/2001,28/03/2015,FALSE,FALSE,caB3RsVEnfJ5dWgAMNMTlaL44boL9V0TJJtNV7oqda4Z9Cj6k73ODPPCPG8zDKFSozwUmToPif0Kgw422skBcmQ43q8O9znSUluJQPTRTnphZEgdMG7UkEzCj2a5VZQt1h04BulnZTry,535027
9658,6seyKeC22SsPvrk,120,16/10/2002,28/11/2006,FALSE,FALSE,mbbfU5QXBF0Xlv0WX1jzkIUKMyBXxaACnkhDlXhXb2ultBNlFhAEGBneHRSg32jlFxtBNxvATLXsXsaLlaSPa56l6D5UEBdjSIg5RLYSw9u4o5GY0H4dkTLK1IEK1a5SsyZOMe3ZC9da,971769
9659,KB7A7hd7GA997WE,48,31/12/2002,02/07/2007,FALSE,FALSE,1MWOfbkzv90KDMU78LryZR0atSyjIVryGeFUHsljYJMWN8DBGYFRfBGkV6fNnBrZRCEjH90PjIaQEdMuOwcuQaTFXf8LNY5XbxFL4e3GizrWlzf2tv80i7I1t9LlAoCLMCzRYAzu2VMa,46522
9660,s6dh9GbcZFyeoOc,277,07/11/2003,16/06/2016,FALSE,FALSE,Ods5O7MusIwfnl3NkvHNUmKi4bkPTnMv4hvnsgLHmt6FpZpqMqNuDVplTKBwW7bF6AlG0QeDk9lkqE2ew4CnZbsj1JUifZvoS0Jpyi06LJKDtF5OSg9c4ypeRBOq56iLN6Sz4NpNDGbP,151767
9661,RpzwOFP8ZSudLpX,236,31/07/2002,04/02/2015,FALSE,FALSE,FTF1vYxXZNmMcbzqjv5MyoP0243FLnRzC9IwKHn46Gvcuk1sKjCN4k7aEP81esLv5xJcSDgcIAQs3xFSCL4mlE4cCrs5JvZO49h6bYZHCjF4TOhRJqzTxjK13qakVlTXlCy4PJ0ovxjC,532205
9662,8AIxKavd6GaUzpC,225,31/12/2000,08/06/2015,FALSE,FALSE,nB9zKhAAH23ina4z0aeldFjHGr6BHwQq0WhZwnwiaUrxIMUY1mZRyp6hb2tdl82UlMrQ2eCMo6LIXw83WhJfX92LZ9844S7bcWM5eDfXjMm2eyKo3zGDzW7mUg03gISV9tqAkCZTBw5L,370729
9663,WAqlzTAEM3mFZjl,292,16/08/2002,21/02/2009,FALSE,FALSE,JE1axCDbwPT0ODMIOJGHklAaaGY4eRFH4dqOIoZ1ionTSI8joSpHwohiEa9rnI7eKM5vX79juOi67qISHzQLm7UQ6IKsorNarIJFNNLqTFXhFkkXSrjx1v2M1oyPxR5CBIPzgCF4nk1g,659704
9664,kxKWhwZ6Iai5Q6O,166,12/02/2001,01/02/2014,FALSE,FALSE,u0PmoKR4VmEebrA193ljUjkxgfrqzXOQMBx5KUdPQB4UKE6P2KKb5XBLQbFIdkE8XxRa4EqoZVTSoQncibyoMxVzAlpsPVwp656WxgUyefBkEsgAymjBwZwkccaSZ7ZEinVtTQpCH9Kr,419932
9665,vvuREo4mvv2gJW4,102,11/05/2002,20/08/2015,FALSE,FALSE,xqh6h3xPFyrrJOuDxTxvyj7WU7FkolytU5R7WpO1FREhMn6xocSnOphNtLmjyMkd97XN6xqHF5phfaJqBS6LSLfoXDOLDoD3qkiOQs00wLiS9AsTC5ifPZLycs03ifDa1v0414aTbFYH,735718
9666,nMoXV5IIGhoRZuw,165,03/02/2000,25/11/2009,FALSE,FALSE,xbHeODJADKQDdhmW5TTHifHI2bexHAfvbNheAn1efRVjfeYZp5LyHGlST9mxjV3DpfmP9IVRbzmRJimXCFHLyqnUmPKBBE4JXS3A2IZgk3WRdTIvXOudOrP91Rnu8UQX4d31olf4qll4,77128
9667,UV1SGYowUb5qD4I,180,01/06/2002,26/02/2015,FALSE,FALSE,RGvt0xmGUogaVnjpdCdhNxud4YACVRV802zS2DenSksPmLJC8kJ63cMdVRzbwkuDThjcyRwaizPmFf0sO8DuHYEXpV6lOD0szp6FlrNrxtYENjY0bGMxg954cLwcULLe8hxZivHhuW7Y,198611
9668,AAKG6FKI0CLzuCm,125,07/01/2003,12/05/2014,FALSE,FALSE,9Rp9oDJCh3bBqgOBDo5V7pgJrn9AV0H5eT7xeJL9CxMIKYNOHkePJUzTvgRBDJqrwggXjah4c5TKcX8SZu2vV2vKenC81K62GfWo10pqCkwNAo0Yh9lSR5V4vW35YiDS9aD7AUajFLsv,972148
9669,FhJzwoa2inlLKc3,152,31/03/2002,30/10/2017,FALSE,FALSE,3XNiCNFMkyNMDJuIKtWz1wib5mV3OOkTjN2QNUfZg9knpS3khVWu1utGyvmZ2L7VN4nzQd40O6S2M5vntuW220bydwcbrFgVBOZvpDUEbfg4c13399qHzFdXcyVeAdJIZ708fA7paRbW,888369
9670,UgWm2jcrZZf6uBS,255,23/04/2003,30/10/2016,FALSE,FALSE,5X9BBrhnGD6ctlbBbtAb4NdsG7kOdB5B1l6LcqXr8So8WY8Ol64oeDFs3R4DGSKFH4kHpQivVTdmjfVs9WngGQhygORLvTkpIi0bx0iVYITLjdIY5MEupn90Xwla8WABsxeBo45IxRI7,687996
