ID,result,revision_date,branch,author
8999,W5le0jHhofrUgZlMuQ96JZQdBkhf3u9pUHe1mP6xy1m882iWe1oFQxy7pIcQBln4fB9Y5tjeTMIRxReIBLBCF3ZgThMewqvMNrc62JbuRKvDogKXnUO0jlzmmcFXhFrna5EFzhP1tRu4,2018-02-28,8692,8434
9000,Wy1cc5nl2zUaEDMMcImtbFiFEWGS14fQkTBtOPKfScM9MzxqEic8sJURPvYFyUu8UEzuCd8N7Ha82i2OiaOTcgib8ted0Er8sOoIACnlkOBlsWZq2JhYGbgyfXwT8eW2acQn3uOgxmsN,2005-05-22,2665,8464
9001,TxkqhS2Rs0mmQUmF2IKQFwwI5AldsSTjoK9L4pUHk84DHlPcAnVWvcghAcvgrYjZgD7FUbKMxDpH1sBUuIcE77xLnbKb4xZLZehDnKIjcIiswZqRbbvj6ecjQvc2QtS9nerWL7qk93lz,2010-08-28,6952,700
9002,v2AdB0P5C7w2sQStzjFSsUGduLjD2mKMWNHYsz7wPwTOLy2tk29z9Ggbwhs0RLCZwkfeJ4BAlSC6A2S6SzcAnVMQrplLGHfDt4bkTYkq18NrDka4PvibtCwaYOwdSz3ew9MGarn3PwJo,2015-03-24,6731,9458
9003,Or6ViEUrHAMElHXBFt4EXUdhIoM62HT2CpOk3i5sof8afjSHZIjYkHu4OZM41Xy9rTB63xHgyMZ1VCBjVEhui5S45UVeVA0Rr8tMhWOmACjYr2iMXnix0DbwAGAjbnKxWIKXSyB905uf,2006-02-03,6485,7034
9004,vJGscDanh7LaVpKX2vCjrL3jmi64T5aG37xRgcVSrg0VmkoKuWnj2nVkPhG3GgUlgFhX121aat1KVi6B4vK6S0OQmNC8WcMLMOyhDQS1fNJIvKPrkE8UWXSq0Qvo02E7hq8GuZ8odSbF,2015-01-17,5427,2497
9005,8VYRd1zy5IqweoBnJMlFLI6LFU1E6N8uvTqfewdp1KKlsLJyQx6eeZQzYMMJAv1sJ5AK7gJWs6OB8Uc3KCxJReQWD1GRjUoGTccxL81uojwiKO1DuS887saponGGZ2xYRIsf2osLKDfs,2012-10-29,8564,5845
9006,ACgRVqIlCxIh2vUwvYQCgVLFkxx4Mr76bRFXVgDk9GdEgKTZss6TbJSp1bqh3NYUzLFkp7bPVqCZ2GiZdXMeuofS9af3zfrwsIPUFttvRq8uH2wv2QEfB4jLqxlPbhaz9Qrt1OUuoaME,2018-01-16,1239,6389
9007,nuAiaLuyiDoRHeTuQIv1KD3o6T1krff6mdlrg1Yxf2KxkDmJHcxh8T6k0WmHTJGDhroo2lNYt7VS2FE2qrdPr87ShB1KPRdVvHQ2Y8QfOZxA8nruRtamq1VjuWG1tCJcdAgvzLesa7AS,2006-09-28,5742,3079
9008,TH2f01p4vrHC2ZwMQVg8H54GOsLs0DYyBMhlJnlmUm9IEczBLyCyZWwXNwQIq7DsSTAp1KCnu4nf6vBw3KgCBkYpaJYWWd6WiQ0ubJJBvYDfsQbbvePgbBrr5VPrvqQR8Q7p5RUtAfRm,2007-03-18,8023,9923
9009,s7l2OZ5hiIzG3bPFIwgbTvfdJff5tFKBYG9yEYDiVZGwbNziPMduWfz6bHss39xd7xsxcbAtt7G4otB6q7qhlap2QCX6qUpVmnyoeBGyLuAYZ5SsGwC6TQ1hI0gZEDDZSvRA4Xbo12V1,2017-05-19,2951,8605
9010,uo04SsBWwRgofquIqlGnnRxsVXEb49H2XLoZMJGkt5Nm1wJKHNKyKzrd0Ii4njbxKoRTBU5heg4rDL1iO4TrySridLiEkM6JeabMfzJxRnTn49ZpQAptQu826t00w07RjuNntoCZugZL,2018-08-11,8768,6968
9011,v3ykhM3ubjQw9TBapBEKww6l7P8tUx32FWE2CXuX1dLJYQabf8f6Acr97MmRNJaoqYqmOIYSRqTTlwNryhOVR62npF5zucJrDhc9jyMXkNpTIXXK95dq4EWugD7JMjhzglQDTNHAU1vE,2012-05-28,64,5945
9012,rv0z9dw8Lsdg0DLBp0whHU0wycWDTRc7iqcasszDzR2ltkKQquYbv7JX5EBgHtp3Pg7KkuS7AtrzbPCNSFXi3BLlgFforT5Gm9VMn9q5cbbCPT5pBxOBVGAOVWnfPnPrxlNc4zkSZbGb,2010-07-08,2746,2901
9013,Jzn3E4ug9G1RVKqyLuOnGdvLN6m49inMAbWZAWm31qcx8S6OuRP04sGqDbpHRzgadpR4yRyzHUwZA8N49XJrSxRSUpViqemCKBUSBBadcatk5qpFNuI3pyHpY8jI5QImstP8o4287qO2,2010-04-24,8300,1997
9014,AQU5WsWV4o4DbRiMRG2LbqbT1J69jPlrm5Ho5MP9X3E99zgpICl7yKNUzBDNwXvpDNagJ3QE12yhlbTBnQ1hoo2csxz4ICM9IZ6wZAfOvgF5VqsXrBjggNBYU8yWEW5zqyYMfhmnumwH,2006-11-16,9720,1696
9015,FcMGcqd4YhcbLJKYkPPhRg1KZ5v4b3zX2wQmJyWAVex8ELbkcXhSsjuikCrh4jcfrFjZ3iPv3OLxs3FOeLbEWgoSBrBHHzGwBSQ9lBr3HvZdX7zq6dCsHYJKaQYLgIoDIZwanGmcei6k,2005-03-06,3156,7103
9016,1VKowXomIFjVnfW9HVU7LZD00kOjciDOUUTL79RvuJRhgQy8L6cv172cSUxLIFKjCVATLLCIEiNBHfTjwQXfGRXXb13mLFno9seLPfw93UqSu1VwANZ1sodv8n2USa695iCZAIUReXmw,2018-10-20,5332,169
9017,gHl7pv6VOtNlmbrdXrXLy5v23IXUCrK3BSyKy8TKmrKR4soCqIY2raukVsEhXmShjTkUngoZYMjHve8LdUo3TRMkhOzF4vw9YnskHUZJd8ee1ny1u2EC8YORHAwYriemaktHwXEJ5faU,2010-03-08,2285,7828
9018,Z7VCruB9ZacGhBb4d1ER3qFWy4Hd83eZR28uNc4qitsV57l4Df05nbAs29NwmiAf6DzoCqrB6YsJ8tb1TMZdDjvz2Q2NPIDAtMZ1H62Wyz8Ps0uIiWdZJhcXR9wvyewyVsavUjtWUCpN,2015-04-11,1109,1979
9019,gto2on0LtCkIKGhTDJ4Aa8y9nHFG2Pwu2vPFz3Kr1OBS9lMOeVKbmGlh5pPghuTePzPY0ceJ9MIL6fAB51lhFUIvJrKJonKH5hCJVxXC0AcZ8alZpNlqIwZ4rdOJSVfVCAQZd0pHejrE,2008-03-24,2632,3778
9020,GudaBd9JHIc1iOteeGX7JM5zhdMiFUB8rfCh1FTiBHRVYyjQ0MkwUyj4yo2iRaDxGdKDLMmYwy6C4kat45s2uPn25IsNNvRlDeP5ngEojL9g2gAOOIoVsLD0zSIDdZLBhU9ZVeGY0DTi,2014-05-07,8142,6145
9021,He9EH522bYGUXBKKA88hhk2tBQeo1ejrTt59aG3lcH86YwAz3JiSIb1hlQD1aOA6zZAoFLu3EXFZm5VPPpus6Ri22YXJDCKNHBH9vVtsZoNvVc5p5xlvdSAh0IwrxkzCM2SkyVe45CSR,2007-09-24,7006,8196
9022,dsOQaZtyBjImjC4zzLidKU0jTr0b9seDmWOFVjlxIdjPN1U3Hdc2ODPI1p6tiSzSFFANxzePjvUqulVbW6TfPlziGFOpm2OznRKI1HFR9MTcsjYPUfWl9TCdPbGslynrgeCcbNjP1BfD,2017-04-14,569,7930
9023,q8VGfm0TOq2aAXqKjl5Ng6xG5Hu7x9K2ljBmdgL4osNuVJOeVVdqbmAuKOKY23gPf9ybVErDaBjxsDvw3Qmcfeb9iRbOVxBuM8PVUwIRnaQZCNBHdYfmRDtBhz3Emcrn9ykuyZbGHVzF,2013-03-29,2878,9082
9024,PTv6SZdJONyf3EoLsnaNmRTE6Ye6Noxf2izSrvUkVafkl6NDqnXklts7Aq935h5kZSmVOVd7S02LvsdAKaPjQN3Jz1SAvboxf5LSU2yVJZRv0gMRN9teSWTLZcfXCdM1LEq0hKpSl4Z1,2018-10-20,8661,9920
9025,oBwvrJfIm931XbSqNakv0WtDUb3X6cPRJMsAraJBjhNiRx4KmtnfhhdSStbQQHMJtmsLsR9wRjMSIKvggsvMyuumsas792ubUEypFtcUu1O8UKKH74uiWAV91GcRiBwYyu7EWGawPbc7,2014-05-18,7590,4142
9026,Ql9EHMFUszx9RKvsEzJkNGv1e8S5iYdFy4B7CrQmpmVgSbfEpt2qmrUJzHkJ3KwUWrKXJxqWjh4kuOiCcOPyfxdHj1I4HGtf0BKlQI51CfGEwuZljhqo47yjNDxRpwPcyZutE7wUSYvA,2006-10-03,3294,4478
9027,cgUjZEk2MkXMUnLQQoQX9pglvWWgLy3yt8zIbpCtz1gdjjApMftBI7zwAtyDsEqYrjdWyCykmghHICBLWqTqE1pvIDIs18BvLIvAFn0KrIZlZrn7rmrBuAT03sNv3Ftnfw6ARAGs0I86,2005-04-08,7389,5248
9028,ZLAPRAAKz5HXaFQlZvGmvnqrf9LlCXXzVwVsFdWfwvKV3sRu2Wgq7tqweTtSyYIchRBouhg5Zlz9cUxxrbtp0r2mGjNwuDqXmsxmrnAUzkQW3qTJf6lXpcm0ZZiKTuLW4bWuhLFDbYzP,2013-12-02,9266,4930
9029,QEQxcSsKG7NREzAFY4bbUimU0h6QnWY2rI4PdY3mtMoj8y8lXu1gFQFrb565VcgtiUk65vlABysH3CWCiV22f1xbDMyib7QRp4BnOCqmI0fQh7yYj4XAjoOqgI3t6DjDibc8BsyfpQuo,2008-07-25,7055,7250
9030,XZ8hkQsBqUHFJ6pERcsFfzX0F1VT3kV9OxVhFBcRtaSrlsVskpW3yyjiCHbs4YHF8H0VlI9P9aWEgpPWgnsONbKaOwf7kuXUTNsd2AGcpH3YbeCW2EMRp32h7aHymCoPDCvT6veggQiG,2014-08-13,8832,2555
9031,uJEghFoaULgb2SzmcnVZtsZHjqvZUv8LbXEd7Ir7XV8vOCnNb6n5ajACt761UPGiMVAeOWpT5YCYto2gCh7YHDu1XCtAM0nHOZi3CI9EQU9ChlSFEZywRsaJkJHMmoHFu4JTF9e4h3Hx,2014-09-23,7995,7491
9032,to5wB0zg8ZS3AxbmM3Rnc89F54OYlnF2zVc8tVE4EmUqqk3ubfkKaqSvoz0Hlb5VUaEoVd21zXjznTZUAe7GC4bIDrU4e6Snr9WQgOY7msUDHcHVagHHdzSZ85loJ8X2E5Io6IxvF9dT,2007-09-04,6810,15
9033,j9d7zLJ1q6SlmuyoUb9LUdYRsVBeW9zj4BEJeaD2wR7A0MIVKy8HZzQGkLPeKpfrGsqlqoJ4YGYCfYbgMpThAsKEv7jSKjrHwQ3IfhogoEsSaNlMutReV7rYhlzsF1uzYRQOfTApBx26,2011-01-12,8050,8221
9034,WWibRNvyjek3r5axU33J6WrasldiFvZq7RWtSShLfcpAtG7FWFmF7elApHtqtNtxE45ajrfBVsoeqqrmnXL9JTsdqWEKj1bRt16yKhgpjkuP0GT8ZHCVBtouLctMnUcdQWvyu3bG1fai,2005-02-13,3550,7929
9035,CFuczFQ9NLnsxTCOHQ8dVfOgp6efTFLsyKJhkAoLGvljPsShcLbSeJOh1Ow2luqH943nKfoHmxXj3pQ7o6DHo3Oo5lqVOvjVEdjVyoX7gUqrwooL7yOorjdGqOriyS30NBeZF5I9jFlU,2016-03-13,1770,1272
9036,7eYZh4ofAdpj7yJNa0duJOGBqPFm7I3JWakT4eSSX9ZlQiCu5Y3WCHHtYWsSzCi1jfNgNzT6hKXKzevHNUqjPhGOT15hvAdVahCvVfgFE6z2u633llFeW8mCY8NV4vLgrCtScAvrxkeS,2009-05-04,5936,6459
9037,7B6J588c49WXRKLTvSKsMlblzXrveUUJe0Y3zBktDRXcnYamZLhYEvKWkUTiRN8kpN2bwSdtsbo5O87b6EWSw5FsqCTesCc0Txxaf9zGryqmGPIlX2lM0pxtHKuu98Bq9ylaLg57OPl8,2015-09-05,1515,7253
9038,3rHzaP9o9ETVOEHsxAnSnra06n7kDzepiT0R1LPtz7bGNktKI2KOyTyMRQ3wSYkJknw4N00lu4cpQTnW4xcKpP0Pfo9lSdbbXRgjxy6RBid41I68ng2e5ZeVxhZj0PTRcBS8wDiF1LJG,2011-12-10,2377,1406
9039,rB8vk6f7wLwPZWbwPLbz07Mj8wnuQYj1JC2zQiqgfULkRSqfuW1jeigtyZxyTvrYm4FWelfre5UgwlRpFHA4h9XlgIA1u2Mtmx8XNUBI0JEjN97NHHtLvx1mhd0Wko6msk38m4bvG1DX,2015-01-20,4309,4573
9040,KxumIA8z6W0tephMNb0nG9kMp7E3tdqsFTLx3TdrlECQEsRbT0Jd7uaLMi6K5EFcpHnKduT37IBB6UH7qnj2TNuU2AkVWTvg8kk6EG8jhQfztZO2a9eSfMIbWTSdK8hoWeDVtL2koAVD,2005-07-08,7945,9314
9041,vr4XydBwcIkvxfYjs0cOV2JPG3ne1EtbrzrcDKz3dQ3kkHwJlvV1dWH2ipQ5zg4XZJD8x5giAivE8io9Hd3Ft17Vsy4X44E6WgLbDyWpOw14kC3ABQxVnyohLrQ8BJoFezscXN5SHN06,2015-01-05,3874,7634
9042,54WnHsTh2nQWiXoFIvZuTanyVfOZ8rhH6kDHxA8wgLkt7jutjvxOoAWeRiSle3jKFIZ7UhSHxmOH030vuezM3Td5Oi0OsWSmmZoyJwZCcqaBwOnXrg1ADWRvpetvrDYaUmfaPCm8ExtN,2006-04-10,3117,8940
9043,5chMfSiQI2JoCnVZR9rJsNIp325QmD2NVt0OfM5CEPRW275acU63u9RrT2SmWSnFA5TTxG3FDoFd5ww67exRH8dWcI4n3TpvlMV6omnWb1zF3xwhFWo2eV7Cc70oLPLu9T1sa0SV0b0Q,2017-02-01,6332,3940
9044,WXihowRQPSeqv8LLpFGj5EGPDTBDer4EeLSxrnGMCldIVlj2QokDR2tRQSdUvOvhYZMkqXeB83hUk83btJxzG1xlbAhZKvbyz5t6Z8M2KjEXVZrSZCkla5bglkJpzE1McteoO6Cv74oh,2018-11-05,8126,2894
9045,TPAHLzX4eNUzzgDGr25m5CDcAzogQ3tMUHVkEtBnVjKBlM6a1i04enGQLhHVL0nldIfrKcB70SQV2C0x3NprDzrqBFZhlpbe6jidrPQYh2DMWuYJrUc7L5hobypFDeVL0wZTdXFn7QKL,2015-04-29,2753,7753
9046,qPzRNdTAB3B3jKVDg2WkVFpUOyA5vW26fYZxoE7WcYRjVMDw4Gp2Is5ljfCYdXPpBFXLvhZc5AH7xF9CvNAprAywdyOJBj3FImiQy2BWrM7Il7xdfAnPXk8AQls6TPaVGCyLgtN2Ln7e,2016-03-05,4463,6365
9047,AunA6nsioi9MKEDbwmBiIm6wxuDtmd7kaM6jmZYdUQh8tAsHkgrapmWYx0NMj86KkZw7IdzWNhN2E8CwC6IFwg5xzhvvMM3VTXYUOu8HrUNHZdUzyaKn00XDd8HlrDKAo2irjsiR7BXb,2015-04-24,2514,3735
9048,N67vCQed9V0PnXZnKMdg5mPF22pzc6upkvXvGZ8XXFsO1TnkmuQGU1akq13JkpAClLo19nhvOFJz4BOiPFNspnVsUwEPgyxrEpnqowk8Mf2OslqomU4ecRX7z6hNjRPZScuOYi3dfOfJ,2015-10-20,5528,1368
9049,FZmL4SPxSp0sOXZ4Qc6Q0cPEbb9NvNLs5xHJpDf9M75trLOIzl2TJu2nKitdTBBFeHwbPPPN67D2ggWQM1XKU2jL5d9GUCqL60PkYx2jVpWMq9HnMdQbo0ulikfwQJ34Q26pRw1Z9xzp,2006-10-09,6876,7105
9050,WV40wOgGGnBxRFTLwc6yDbVZm0c0AFGMFkZ5OCHBVzjouDI3eo2Caq25AeN5wqGAgzsqqX6tU4dN1rpiriVWMEwZse5uyLOptiH4VcNGrIrfNoDSypONUtxcDS8McM5IpydTjuNOVPpE,2013-10-11,2577,6366
9051,am5J7BU9up1CeBnfNjzZKutEb91FEtGwG4v0QvLodei43KuUlK1xbx3p31r7JO5BiE6kPxObXK5qLyLROhe42TVTAF7ZENfOjhWyNKFx5ZZQ1NdEpasmuAIPtnjJ0zXJpqHocXDEbq9c,2008-10-30,1347,726
9052,l2tnf3eiYGFkl57GCPlKFzmSWoKDBqVnMvh8FtovMiQVRddft2aneQrwPaR0tahsubXzY9ASlz8hjRB2LoTIQrJ5DvsocxCwBhk0FnHu2HCoSKN8ZYpEGZcDRcvmQV0xwMfBqKwhgjQI,2007-12-29,8365,3235
9053,huPDI8pmFhjn2eegRP2GpLSPlHihITYwz2EgGwoyg35IlJpBFt0YmgOWbAcAZHdvJwy9Z7ZflEjvQJnccgcZd9JSosEGUoYYaJ9yVqlHUVxi7cFSW9i3pDSJmfUq2TK7qKUGJyGw4UEI,2016-12-30,9148,6716
9054,nwtUFetW1zMzV4OBK01xI8Ji3w9V9K8AKJDGj01Lb7PTmQa9FD7UthDonLbTfYXq1LoL1HbU9qWKsz5mV9P5MnQnGZdXYhqDjjcblOI7lnUDL25xPy8fIceN4BFboE5cATlJXeAG1RTj,2005-08-16,999,133
9055,dqHkjK4HFOgkIqThr2D2Rvavx1o0I45rj2886V2zYdEJ7a7K8v1ZJj6rPWwsfD8KTzBQsVlWANdxrRxX3d2XCfh95QskiKTUf4zHZqcmKfZ5FJA8iYyBLlHxSBVbnAyz3JRxbp8MBPMh,2007-07-27,2012,5200
9056,QtBJWRJ3wBzXVB9KrjB61Nh2ZlA6ZksrHkK48odmAXAZ0k19QC0gj73DMItuRNeLTIQv0FLCGZ6dMHCztBpXuMHKqHrz4tUx3yFsUGIK0xZJAa0EG4AQhHbHAGEtXVIWFJkXBUen2fg6,2016-11-01,3490,1228
9057,Qnt9sEPvX8rNBYxfoDE0zdCwaXXCleVD6zdulJoA3zADmQldrARt2Saxk7jVqNJ2mnRM5D3fYE7Ac9JJv4UkMmKoYqJojSTppHa89ZhoHwUyVaUlxakw3jpAdnxP3O6GvRUViKJVWpda,2016-08-11,1822,2279
9058,Wh0JsgwGbafWlSu2zNDEF8DnQOaNGOsHUz3VXxYOeO3IpwuD5klESO2XeN2dGi9MrYBwZYeCzzj1F48deWSfnnyG6g0K45H5OqaQv8ogGiOdoBRjPY8tQejEj5z3hUI4rnnYersgswZF,2017-08-03,2954,7221
9059,OR4f6YpuHWq0Iv8vaUwAX3FhqcBdEepPc3pQZm8T83RIA2X7xnoEhbhVMWzdWLpnrbXPGrWyWdCel6hxEEpazkrBVTECxe6wNobjfH0GR0rEZDtPzBYRfOxGtW4wmTA2gPR7e7S7NjI9,2018-01-18,8003,9981
9060,kyNvFoQ90VzINEd8zzhJvwv1sbE6FyNGumMyGOx19SGJHJtJGKJDFcgxDVDnkU3CItYl2p1kCqKdqluis405pJBRFYuvLJRoYDBYvIQaSiBZSDHble4pe8X8rGfe4GZ2ZfEmkVxkoZmG,2012-09-16,7219,8507
9061,RSKrOlKaqCromwfMJJAx8e1PqUBEWQ0FHdNm6rnxUn6inI713a68mMDwb4A4jFEZLmhJj3PbfMcUhSlhXJK5T2c4ZaKBrtOPjhWBlySAKfcatsPIScgZ4IFTJmtIsNuw8Nv96k6i1Kvy,2007-04-01,9655,6730
9062,LBtOMyUacD28FKR6upcg7PMsf8iuWQ3GbC7qegkJ3Uh3r8dr2zEukot6zBsNPjDMKvgCNkcNFSnnrTAhe12hLIgxTA1cyW3TQVs6baeRX1pRBFOgAKsYrgABOtsMt9ZsYTWWkEGDXkKU,2011-01-08,3887,1323
9063,vUbnnfmuUrrrsRhXc63rt266DpAHVqhA8faZhvE3rlB2WZVFCw2gVDd3Xfk8efZoJrsM1I0q29AI0DjoT5EiyBo4BhBCLGYLMXspqIO46LoVDVCU56pja00ICyLTGxfvly5dU47KqKmm,2013-05-29,653,979
9064,erHPazvVgkn274xIq2uOZi9A8e3QONwt7fzZqQUvDk7uQFNvWd6dimP5sGQ66eHTx34bFYcah8LzlOt3RH3vRTKUQ3qj9Yzico6WKwq8Ag5jbaUeWXoylVBetjLLr2aJImW7RXsfb4vv,2005-01-22,2438,9072
9065,iMNmuA6HmcnlleRHFwbyDXM9pJXqkQHIpVmepyYIpPUztH46nnplJFvLAN6knQgWUf5P1wcRXSIyCWQiPbD7kg8kjbeb1yfZs8eNLoE1LYN077Jn7YVLMjvygVpaRAZjxsFD2CWkWMvM,2007-07-04,8693,5139
9066,R1ecdTNJNqrz8ojL8oCO1Fv5BuzAxifYsDIZf6Fef60MVgmrmkNoFYuLGjbsdMVoKSH4fJpCiit5PijfIHXNU1TUT6T6fWASkLBDZrLd5LFgoy6h96kVzHTS8wlj0sgLhaUEhgFa64SJ,2015-09-07,2272,4082
9067,Av7jvpdc1tEmGmmMo49Od1Ac0KZ5zKgLGGiEv7Z271NxbcUTRFe1xbBIveslPhnqM3g9DhbreHQloMBYzFntppXpEaTROxmZOgli6UQtoxWqKZeidUwJ43Agf04nOKcre1XHldbez4E2,2015-10-19,7907,2309
9068,5vy4BcfUfECFZmfeUpLTCW792RU9yINyVPrcWipCVCmgaWEMZkhnfLmjyyBuIfgW0NtK5CIw9J7AuajgMHkOlkSKmIohh53zgPpNm4RWbvnWNmzXOeiB5RvQ5jhxXkOEPHeeuW4RzOwz,2005-12-13,3780,7309
9069,TRTDX24OdZRDWe91giHFIUm2jQLqf6U9mheGRLrWNPBVE14VO4TXy118oadGrNshFSbyA3kU0u22SRysVzckm6Kuqfb1rkp9heQvaGUVU8gE88qXlvv1vI4JIqIfbsmPE3VyBDSPfGPo,2018-08-30,8449,2993
9070,zEP6zyNYjGmt7z3mVQ9Fn1VhcgWo3QtC4apXcqaQp7P4aiRpNnSIGqE7sreTbifSXkzhJgJp0tapmbH4OqbQ8k6OVsovLHyGb6h0ttfrdmSXQZVRkkEvHPUwnlMb1Ydt4TNq4QKfLuwV,2006-06-01,493,3876
9071,XXKlCD9MluNIhEzFJjc6LoXTZjkWd9eEmQEdN2q0UBEJDC7G4qMsGBvsA0MddmtmPIfRAV2Q3mmJkNQWldcwxv7lfVdWpMXsRb34hqGix5zeZlHxkz1AJ6zeL4vo2flqP32ITVz4W391,2012-10-17,3211,2295
9072,Oqw0VXiVmZtm5cqRUJPfs9dOA7nQ77irs1ZMtuU2Vgg3mM94NrhwOpLPMhzYtSXo1C3DCeijyXKLcjmx7tDPZwdDqK9L56IDJ1CkS61tI871f9wm5CaAPIPEi0W2eXn1OHClgCeA2THa,2010-11-07,7196,8228
9073,YWP2fIyBl7Bcj9OvUFmX6KG3hZH5AzQ6SpdIHvWGSB9iBCb2FWFsAKvNQWUFA3AwrEK4fFnjtfE4Lh1f8Ozoth6H3Q2vaQGZBM162hX9sg9eF1CtezHvDVDKICAPN2JdZp28p5nb1z5N,2011-08-06,2830,5727
9074,OIQkIUWqJrxzgIw0WgEa8DDjMp3NZzmq97AFliUFSMy8Ix4tDF0CXmEKFrYdaIQTEG0jHrOyL9HwOEaZuKKT9kTX2094J1oK5f3B7VmW0C0XeS5AQ9sQ76UewcqQrToUV70tKYbZhyd7,2005-08-17,3743,9822
9075,48nKIXM8KYPeoVohXfBgcMz2hSsJdXv0jGWspdL8v1ivJ7uMJ5jO4WIrJvnzoCfxnZ4i8613TDvknDsjigAhxh5N7oj40WTsWvIuCLNMEp40khEFDDRIB7AGdrlTX7D7uCO258hXSxcH,2005-02-20,3207,3295
9076,ke0xELqYuBQUk3zHm6GhTMJEf4zOe2dXELt2GP2iVzH3rMwY8Vep9FGYUwRKWc41h3QYK6BWEhMdEPWTHaQJYxY9FViT8rM35PWy6YOBTHlb3mTEZ8D6MudteRTzYrYWVTiy3hXsLO0Q,2018-08-30,3433,6283
9077,Bd49nQqKvmUpEZmltPGkDeL1lVu74NhhK0x4xYsEmXCRNsnwmOh60gZgSCYSgsQiEweOmryUhB7qb4n3r8VqqlroaQmvAZi3HeMbNZK4ZMYyitEXYfliXk1dEzxVFCTIdDj7rMpSxaQd,2018-05-25,2743,2905
9078,MOWexAggntXYlyzX3QUeKHpM0Tu6TYQKtGJ0pyUchCU8yRq8l3k6ilhEiKodQjNPcMoep9rE527IxrXimvUaxUmIiERfJ0M7zEgmmLTmMfAqnZQ1xF0fPwbHkg5lrL4EpASsKv6bcsOR,2013-10-30,1286,1591
9079,xZsDArsCnYBGPr5Al5AnGiqBJZCghJxoBwxRd0E8SQFwt0LuxOqZ51DPsq4koLfelXFd4ngu0BU0d4STOStTdYtJthiw6eTGukLVurzKr5i3hMwyXlWWbLAMo6uWEtyWrNF2t6igcjmh,2011-05-21,7031,7637
9080,vuZUI7pjj8ry7dF7HMLTH3FbCz42jdXyUOkUUdOuigSuPtj8eoanoSY1p8RSDx9Gl3et2vmn8bullULTQ5X5DtKBztoWL5qvgLJVPzGsBwoMixQVw8BIZEC1sd4JGQbCu9EZKzEazp3R,2015-12-08,6951,6533
9081,cTkN4iWcJSnw56mvUmcjt0K64kTuLvwv92qwpOIMmmQ2MSf2DH6cf4RmJnSTPmRXf1wDQzFFdP6HkStlFbqDzTQFkEnB5z7AV2WVgcmNB08P7KC04qNy5NiLlqcMLDJoS5vr5YFnydB8,2006-03-08,5452,5134
9082,BxHOlJFHUKtz9aB8qU7CZV4fkk9bLj0kiCKY64DJ0nWvoQnYbDRADFAq2lnAKn5uTJQ7PnCvQxLv8J1U7kAIS0gdBdgURC8NsmbeApJyBftP4PrsuTDknxcdmx5vGreOy8DWsWURaLHw,2014-01-28,2813,8308
9083,vxk79Yj4J72NuXsTBfb5MVAX9vJbpqWVOIATHhOZYIMueGhDdxvlznkaxM7NPHOdlg9lXYMdQBhDIP32OF824ufkijf4jAKQ3tJ7H5qElRUyGgRhTF8KJWi0BYDx3R4Q0QKZG5uTZ3Qn,2018-03-11,8090,8008
9084,R7leBAHgKS6t22LUWE8zW2bXUpvPF5aU3Cg5qaO0InPx9Abgs6QWsooZgNJWO2bP2l0zWPn6zHrsnoYTOOgIoEmOXGZdQ2lQM94YKlJcTUgk75w2yzIAVSly8lcP0Kp7fagntAJmEDzT,2006-03-16,1083,6270
9085,Uhobul54YGZiJ3mIoiFgZIIyqf5RdRQ7UA5TfON3fmOnkldLbqp96uBLYzvOqnbHzbNI8SmaVLAx4fNFCt0wmRAk9t5qd8N2LHxJXUMJDOovtOR3mqM6xofibnJOX67W8ImxrErrhrsX,2007-02-01,3685,8971
9086,cBDwwQFgmPruL8vHRRxlleLh8fZF6H5LwYwV2KjrCGKcW7fj5lGVcPJ7zgyR19keTg8wLaOHrFifTtKB90KUAjsgPyfWVS0DfpIz8sXfW9nXrooGVwRAyPduybhW41vZPe9nlVCQcp7B,2016-06-03,4021,4741
9087,KZBjAzOQLYBgLAkfOOHMoAeAuBiJRcxcn6Me0LYaQtbMTfFbEcxrNl6J4Az9QF8tkj3OxGoC0r65jSrO6GEyoGOBADjzWYJLurmum0n8yv1gpBkmTkCKAJEeU1OugypbiuK1q6lFcFA3,2010-07-27,6898,6114
9088,d7gvW9KlnHZum3c9GZ841s6W97r4ILPmgPQjS3FjkiOig1cjnBxzubHuAJwYRPcc2xOXm2qMUYUSeX0HeHRHXZ1EHgiJGqRUGvptmF6uUkeVGzQmTo4J8UEc5JQGUhGoHALssGeZLgww,2007-12-25,6586,5918
9089,Q50bwHVvrMxdy0Zxe0NFnh4MKe8ciShZL70Zqo19paBgTBkUG9RES2osAoRRJ3NYoXR0AAG08OaMfY2I4nViAcGSTHYCXk0vNn16ttUG2bGEbcNmwJWfioYLR9h2lEcYYo92g6YLTOqi,2013-01-13,4443,698
9090,3wQONUNiOppuLbey8rpxcVF0uLLT8zzOHr9zyOKDabn1Qo92u2joWDYiqadBJ4jY0amecp9tgmWBsOjGMTjGQK2ESaIYvJ4g1OA0BfZF2zItrX0c0XzzVdIqiiLBgl8Xs0JdNsEq4dNa,2012-10-14,4629,4018
9091,kqhXUEKYGURcTXjR0uB0NWPHSI51PsoZLPazEkDnpvX2alWg46jRGgsObZFLJTIXq2RE7tNQrYLb9WqqvZ6SIXTphMYof1dWn9MiUSiLtTjrUQPEsYZuWzPTilguViuz5yy9KHWd0viz,2016-04-25,9752,6076
